degradation_time_days,weight_loss,study_id,instance,phb_initial_mol,phv_initial_mol,degradation_condition,degradation_mechanism,additives,t_deg,degradation_environment,additive_type_1,additive1_percentage_wt,additive_type_2,additive2_percentage_wt,additive_type_3,additive3_percentage_wt,sample_shape_morphology,pha_degrading_microbes,experimental_scale
55.0,6.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
57.0,6.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
59.0,6.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
61.0,7.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
63.0,7.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
65.0,7.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
67.0,8.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
70.0,8.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
72.0,9.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
74.0,9.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
76.0,9.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
78.0,10.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
80.0,10.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
83.0,10.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
85.0,11.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
87.0,11.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
89.0,11.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
91.0,12.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
93.0,12.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
96.0,13.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
98.0,13.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
100.0,14.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
102.0,15.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
104.0,15.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
106.0,16.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
109.0,16.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
111.0,17.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
113.0,17.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
115.0,18.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
117.0,18.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
119.0,19.0,12.0,2,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,10.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
12.0,1.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
14.0,1.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
16.0,2.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
18.0,2.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
21.0,2.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
23.0,3.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
25.0,3.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
27.0,4.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
29.0,4.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
31.0,4.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
34.0,4.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
36.0,5.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
38.0,5.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
40.0,5.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
42.0,6.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
44.0,6.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
47.0,6.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
49.0,6.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
51.0,7.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
53.0,7.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
55.0,7.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
57.0,7.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
60.0,8.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
62.0,8.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
64.0,9.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
66.0,9.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
68.0,10.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
71.0,11.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
73.0,11.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
75.0,12.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
77.0,12.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
79.0,13.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
81.0,14.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
84.0,14.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
86.0,15.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
88.0,15.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
91.0,16.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
93.0,17.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
95.0,17.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
97.0,18.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
99.0,19.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
101.0,19.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
104.0,19.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
106.0,20.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
108.0,21.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
110.0,21.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
112.0,22.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
114.0,22.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
117.0,23.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
119.0,23.0,12.0,3,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,20.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
8.0,1.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
10.0,1.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
12.0,1.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
14.0,2.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
16.0,2.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
19.0,3.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
21.0,3.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
23.0,3.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
25.0,4.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
27.0,4.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
29.0,5.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
33.0,5.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
35.0,5.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
37.0,6.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
40.0,6.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
42.0,7.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
44.0,7.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
49.0,8.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
54.0,9.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
56.0,9.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
58.0,10.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
60.0,10.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
62.0,11.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
64.0,12.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
67.0,12.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
69.0,13.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
71.0,14.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
73.0,15.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
75.0,16.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
77.0,17.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
80.0,17.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
82.0,18.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
84.0,19.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
86.0,20.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
88.0,21.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
90.0,21.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
93.0,22.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
95.0,23.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
99.0,24.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
104.0,25.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
110.0,27.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
117.0,29.0,12.0,4,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,30.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
6.0,1.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
11.0,2.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
19.0,3.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
28.0,5.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
35.0,7.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
40.0,8.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
46.0,10.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
51.0,11.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
56.0,12.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
60.0,13.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
64.0,15.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
67.0,16.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
70.0,18.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
75.0,20.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
79.0,22.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
82.0,23.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
86.0,25.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
90.0,27.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
94.0,28.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
98.0,30.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
102.0,32.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
107.0,33.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
111.0,35.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
114.0,36.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
117.0,37.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
120.0,38.0,12.0,5,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,40.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
2.0,0.0,12.0,6,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
4.0,1.0,12.0,6,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
6.0,1.0,12.0,6,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
8.0,2.0,12.0,6,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
10.0,3.0,12.0,6,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
12.0,3.0,12.0,6,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
15.0,4.0,12.0,6,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
18.0,5.0,12.0,6,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
22.0,6.0,12.0,6,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
24.0,7.0,12.0,6,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
26.0,7.0,12.0,6,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
28.0,8.0,12.0,6,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
30.0,9.0,12.0,6,97.0,3.0,aerobic,all_mechanisms,yes,29.0,soil,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,bacteria_dominated,large
