degradation_time_days,weight_loss,study_id,instance,phb_initial_mol,phv_initial_mol,degradation_condition,degradation_mechanism,additives,t_deg,degradation_environment,additive_type_1,additive1_percentage_wt,additive_type_2,additive2_percentage_wt,additive_type_3,additive3_percentage_wt,sample_shape_morphology,pha_degrading_microbes,experimental_scale
23.0,5.0,18.0,1a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
48.0,6.0,18.0,1a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
72.0,7.0,18.0,1a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
99.0,8.0,18.0,1a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
149.0,10.0,18.0,1a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
181.0,11.0,18.0,1a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
216.0,13.0,18.0,1a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
251.0,14.0,18.0,1a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
272.0,15.0,18.0,1a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
296.0,17.0,18.0,1a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
310.0,18.0,18.0,1a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
329.0,18.0,18.0,1a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
349.0,19.0,18.0,1a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
28.0,25.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
33.0,32.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
37.0,39.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
42.0,47.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
46.0,52.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
50.0,57.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
54.0,62.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
59.0,67.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
66.0,73.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
74.0,80.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
82.0,82.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
89.0,86.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
99.0,89.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
119.0,93.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
132.0,94.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
149.0,97.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
175.0,98.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
191.0,98.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
214.0,98.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
238.0,98.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
274.0,99.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
302.0,100.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
328.0,100.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
347.0,100.0,18.0,2a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
28.0,22.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
31.0,28.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
34.0,36.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
38.0,42.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
43.0,48.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
48.0,55.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
59.0,62.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
64.0,66.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
73.0,73.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
84.0,76.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
98.0,81.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
112.0,85.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
126.0,89.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
134.0,91.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
146.0,95.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
177.0,95.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
191.0,96.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
206.0,96.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
227.0,97.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
244.0,97.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
268.0,97.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
291.0,98.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
299.0,99.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
330.0,99.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
317.0,99.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
342.0,99.0,18.0,3a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
48.0,28.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
61.0,36.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
75.0,44.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
98.0,47.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
117.0,51.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
129.0,54.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
137.0,56.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
151.0,60.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
163.0,62.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
184.0,66.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
199.0,68.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
210.0,71.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
224.0,73.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
235.0,76.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
249.0,78.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
262.0,81.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
270.0,82.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
283.0,84.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
298.0,87.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
310.0,90.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
324.0,92.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
335.0,94.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
352.0,96.0,18.0,4a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
33.0,21.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
38.0,25.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
49.0,33.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
61.0,35.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
72.0,37.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
83.0,42.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
100.0,50.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
111.0,55.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
119.0,59.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
133.0,64.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
149.0,72.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
176.0,75.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
194.0,77.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
216.0,79.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
231.0,80.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
250.0,82.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
268.0,84.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
287.0,86.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
300.0,88.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
319.0,89.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
332.0,91.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
348.0,93.0,18.0,5a,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
25.0,5.0,18.0,1b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
49.0,5.0,18.0,1b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
76.0,5.0,18.0,1b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
103.0,8.0,18.0,1b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
131.0,10.0,18.0,1b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
150.0,11.0,18.0,1b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
170.0,14.0,18.0,1b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
190.0,17.0,18.0,1b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
213.0,20.0,18.0,1b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
230.0,23.0,18.0,1b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
253.0,27.0,18.0,1b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
271.0,30.0,18.0,1b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
299.0,34.0,18.0,1b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
320.0,37.0,18.0,1b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
347.0,42.0,18.0,1b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
7.0,8.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
13.0,14.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
18.0,19.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
23.0,24.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
25.0,28.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
30.0,32.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
36.0,36.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
38.0,41.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
41.0,45.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
44.0,49.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
52.0,55.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
55.0,58.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
59.0,62.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
65.0,69.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
70.0,72.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
76.0,77.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
86.0,79.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
103.0,82.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
107.0,83.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
121.0,85.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
129.0,88.0,18.0,2b,88.0,12.0,aerobic,microbial_enzymatic,yes,29.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
