biodegradation_time_days,biodegradation_percentage,study_id,instance,phb_initial_mol,phv_initial_mol,biodegradation_condition,degradation_mechanism,t_biodeg,degradation_environment,additive_type_1,additive1_percentage_wt,additive_type_2,additive2_percentage_wt,additive_type_3,additive3_percentage_wt,sample_shape_morphology,pha_degrading_microbes,additives
5.0,3.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
8.0,4.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
12.0,5.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
18.0,6.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
22.0,6.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
30.0,7.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
33.0,15.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
37.0,16.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
42.0,21.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
47.0,26.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
55.0,28.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
59.0,32.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
65.0,38.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
71.0,41.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
75.0,47.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
80.0,54.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
90.0,58.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
100.0,63.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
110.0,66.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
125.0,72.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
129.0,73.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
144.0,78.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
155.0,83.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
170.0,88.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
180.0,90.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
200.0,93.0,1,1,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
3.0,5.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,6.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
11.0,8.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,11.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
20.0,14.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
30.0,17.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
33.0,19.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
37.0,24.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
42.0,28.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
47.0,34.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
55.0,38.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
59.0,40.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
65.0,45.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
71.0,48.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
75.0,51.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
80.0,51.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
90.0,55.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
100.0,58.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
110.0,63.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
125.0,67.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
130.0,72.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
146.0,76.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
155.0,81.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
170.0,85.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
181.0,90.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
200.0,93.0,1,2,88,12,aerobic,hydrolysis_assisted_microbial_assimilation,58.0,compost_organic_fertilizer,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,bacteria_dominated,yes
5.0,0.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
11.0,1.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
19.0,1.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
25.0,1.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
30.0,2.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
39.0,3.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
47.0,3.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
56.0,5.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
67.0,9.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
74.0,12.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
83.0,17.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
92.0,19.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
98.0,23.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
109.0,24.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
119.0,24.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
134.0,25.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
144.0,25.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
160.0,26.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
179.0,28.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
200.0,29.0,1,3,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,10.0,no_additive,0.0,no_additive,0.0,films,soil_microorganisms,yes
5.0,0.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
11.0,1.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
19.0,1.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
25.0,1.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
30.0,2.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
39.0,3.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
48.0,5.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
56.0,7.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
68.0,12.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
74.0,14.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
83.0,17.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
92.0,20.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
98.0,24.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
110.0,25.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
120.0,26.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
135.0,27.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
145.0,28.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
159.0,29.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
179.0,29.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
200.0,29.0,1,4,88,12,aerobic,all_mechanisms,24.0,soil,plasticizer,3.0,blend_polymer,70.0,no_additive,0.0,films,soil_microorganisms,yes
1.0,5.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
4.0,10.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
5.0,15.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
6.0,18.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
7.0,25.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
8.0,27.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
9.0,29.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
11.0,35.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
12.0,37.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
14.0,43.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
16.0,45.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
18.0,52.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
20.0,54.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
23.0,57.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
25.0,60.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
27.0,61.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
30.0,65.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
34.0,68.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
37.0,71.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
44.0,73.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
49.0,74.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
54.0,75.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
59.0,76.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
65.0,77.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
70.0,79.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
74.0,80.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
79.0,82.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
90.0,84.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
100.0,87.0,2,1,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,6.8,filler,30.0,stabilizer,2.0,sheets,bacteria_dominated,yes
3.0,5.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
5.0,7.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
6.0,10.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
7.0,11.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
7.0,13.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
9.0,15.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
11.0,19.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
12.0,22.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
14.0,27.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
16.0,30.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
18.0,34.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
20.0,37.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
23.0,39.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
25.0,43.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
27.0,45.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
30.0,48.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
33.0,51.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
38.0,54.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
43.0,58.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
49.0,60.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
54.0,64.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
59.0,66.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
66.0,69.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
71.0,75.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
74.0,77.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
80.0,79.0,2,2,88,12,aerobic,enzyme_mediated_microbial_biodegradation,58.0,compost_organic_fertilizer,plasticizer,7.0,filler,30.0,no_additive,0.0,sheets,bacteria_dominated,yes
